"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Sale_preds_reg"
"606","DRI13",12.5,"Low Fat",0.020228528,"Soft Drinks",218.0508,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4885.7764931304
"607","FDQ32",17.85,"Regular",0.046569711,"Fruits and Vegetables",125.6388,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2122.11744154129
"608","FDW16",17.35,"Regular",0.04146639,"Frozen Foods",90.9804,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1639.58408841569
"609","FDU27",18.6,"Regular",0.171476879,"Meat",47.0376,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,798.417451955408
"610","FDR28",13.85,"Regular",0.043345406,"Frozen Foods",162.821,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,880.857744973065
"611","FDQ49",20.2,"Regular",0.065692664,"Breakfast",158.163,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,832.874540372863
"612","FDS37",7.655,"Low Fat",0.031944868,"Canned",116.1492,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1904.08025587053
"613","FDW26",11.8,"Regular",0.107493292,"Dairy",220.4772,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3203.28903639123
"614","FDX12",18.2,"Regular",0.026170661,"Baking Goods",241.1196,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3587.66006645039
"615","NCP06",20.7,"Low Fat",0.039213146,"Household",150.7366,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2399.61749893356
"616","FDW45",18,"Low Fat",0.065296399,"Snack Foods",145.2418,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,570.299596878788
"617","NCN30",16.35,"Low Fat",0.017019624,"Household",94.541,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1600.65730562364
"618","FDN24",14.1,"Low Fat",0.113443531,"Baking Goods",53.0956,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,966.594616967989
"619","NCL41",12.5,"Low Fat",0.04153551,"Health and Hygiene",32.8216,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2014.01703848787
"620","FDR02",12.5,"Low Fat",0.03863415,"Dairy",109.4886,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-159.463212171201
"621","FDD09",13.5,"Low Fat",0.035980572,"Fruits and Vegetables",180.8976,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1177.51782126041
"622","FDS33",6.67,"Regular",0,"Snack Foods",86.5514,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-272.724259705875
"623","FDU22",12.35,"Low Fat",0.093485761,"Snack Foods",119.6124,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2001.303956831
"624","FDI53",8.895,"Regular",0.137530409,"Frozen Foods",162.5236,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2615.22485983409
"625","DRH01",17.5,"Low Fat",0.098056243,"Soft Drinks",175.7738,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2850.58847647147
"626","FDX32",15.1,"Regular",0.099775148,"Fruits and Vegetables",142.9786,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2377.07747840674
"627","NCP30",20.5,"Low Fat",0.032902177,"Household",39.7822,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,366.947546942008
"628","FDB60",9.3,"Low Fat",0.028579933,"Baking Goods",195.9136,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3221.38160210574
"629","FDB14",20.25,"Regular",0.102883628,"Canned",93.412,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1664.18633718212
"630","NCP02",7.105,"Low Fat",0.044800289,"Household",58.0562,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1074.99148187202
"631","FDJ10",5.095,"Regular",0.13023619,"Snack Foods",140.3838,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2536.21605692309
"632","FDG34",11.5,"Regular",0,"Snack Foods",110.5254,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1832.61224459025
"633","NCB18",19.6,"Low Fat",0.041524729,"Household",87.8514,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1665.6450907174
"634","FDM16",8.155,"Regular",0.033607569,"Frozen Foods",74.2354,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1340.00240163767
"635","FDW25",5.175,"Low Fat",0.0375513,"Canned",84.1224,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1127.95303750588
"636","FDB35",12.3,"Regular",0.108158918,"Starchy Foods",91.2804,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-199.391054929934
"637","DRN11",7.85,"Low Fat",0.162844648,"Hard Drinks",143.2444,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2290.54723182284
"638","FDF41",12.5,"Low Fat",0.229678918,"Frozen Foods",248.246,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1955.28056082823
"639","FDH16",10.5,"Low Fat",0.05266193,"Frozen Foods",88.183,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1509.05211308449
"640","NCQ50",18.75,"Low Fat",0.034447102,"Household",212.5218,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3055.73427316566
"641","DRH23",14.65,"Low Fat",0.171012056,"Hard Drinks",57.1614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,637.002602981846
"642","DRJ37",10.8,"Low Fat",0.061050536,"Soft Drinks",151.9024,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2427.1298379807
"643","DRJ24",12.5,"Low Fat",0.112780422,"Soft Drinks",184.7924,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4339.83999545019
"644","FDY16",18.35,"Regular",0.092209315,"Frozen Foods",183.4266,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3062.30671557876
"645","FDQ27",5.19,"Regular",0.044342366,"Meat",105.199,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1850.26719642093
"646","FDZ33",10.195,"Low Fat",0.107614855,"Snack Foods",148.6076,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2449.3209753893
"647","FDF29",15.1,"Regular",0.019974614,"Frozen Foods",131.331,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2232.96383145271
"648","FDA08",11.85,"Regular",0.050163021,"Fruits and Vegetables",163.1526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2774.51128154416
"649","FDG31",12.15,"Low Fat",0,"Meat",65.1826,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1091.84464853563
"650","FDE34",12.5,"Low Fat",0,"Snack Foods",183.3634,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1032.34058276439
"651","NCR30",12.5,"Low Fat",0.070649186,"Household",73.7696,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2613.79413976417
"652","FDV33",9.6,"Regular",0.02733844,"Snack Foods",258.1304,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4265.73110758323
"653","DRZ24",7.535,"Low Fat",0,"Soft Drinks",120.244,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1646.85596175669
"654","NCL54",12.6,"Low Fat",0.082738167,"Household",173.5054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2857.37259525023
"655","FDR12",12.6,"Regular",0.031583781,"Baking Goods",172.8764,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2901.27716481275
"656","NCC54",17.75,"Low Fat",0.097710924,"Health and Hygiene",241.9196,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3800.20845277215
"657","DRN59",15,"Low Fat",0,"Hard Drinks",45.906,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,821.900407590321
"658","FDX50",12.5,"Low Fat",0.130662596,"Dairy",110.3228,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-174.649855524502
"659","FDV31",12.5,"Low Fat",0.106200539,"Fruits and Vegetables",178.437,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4301.09096180311
"660","NCA29",12.5,"Low Fat",0.027144323,"Household",172.8106,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4168.50471865815
"661","FDW60",5.44,"Regular",0.017088476,"Baking Goods",176.837,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2970.95541838847
"662","FDX08",12.85,"Low Fat",0.022731909,"Fruits and Vegetables",182.4318,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3215.9859896575
"663","DRD49",9.895,"Low Fat",0.167691399,"Soft Drinks",236.4564,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3710.87285158783
"664","FDD33",12.85,"Low Fat",0.108192641,"Fruits and Vegetables",231.2642,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3674.26026546948
"665","FDW35",10.6,"Low Fat",0.011079996,"Breads",42.2454,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,768.724555454324
"666","FDJ36",14.5,"Regular",0.128985562,"Baking Goods",102.9332,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1960.20290455637
"667","FDV51",16.35,"Low Fat",0.032532744,"Meat",166.3842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2798.12008419831
"668","FDW36",11.15,"Low Fat",0.056932641,"Baking Goods",106.4622,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1718.61135155664
"669","FDH35",18.25,"Low Fat",0.060248633,"Starchy Foods",165.2526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2653.47895280094
"670","NCS30",12.5,"Low Fat",0.092575723,"Household",130.9652,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3497.22855437246
"671","FDN49",17.25,"Regular",0.125932787,"Breakfast",38.248,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,959.868095048703
"672","FDL08",10.8,"Low Fat",0.04992156,"Fruits and Vegetables",246.0144,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3645.46869903252
"673","FDI09",20.75,"Regular",0.129229963,"Seafood",240.088,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,4029.78618712254
"674","FDP19",11.5,"Low Fat",0.174222894,"Fruits and Vegetables",129.4652,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1793.19113803924
"675","FDU21",11.8,"Regular",0.128414313,"Snack Foods",33.0558,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-1147.17404345227
"676","NCP41",16.6,"Low Fat",0.016243582,"Health and Hygiene",107.6596,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1837.22156558963
"677","FDY10",17.6,"Low Fat",0.049027044,"Snack Foods",112.6176,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1833.07677256581
"678","FDP12",9.8,"Regular",0.045451204,"Baking Goods",36.2874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,398.141335515521
"679","NCN26",10.85,"Low Fat",0.028724484,"Household",116.0808,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1935.06921578399
"680","FDK44",16.6,"Low Fat",0.122125769,"Fruits and Vegetables",174.4738,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2814.94759427056
"681","FDC28",7.905,"Low Fat",0.055072409,"Frozen Foods",109.1254,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1831.85788330474
"682","FDJ41",12.5,"Low Fat",0.022772467,"Frozen Foods",263.2594,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5589.13524215672
"683","NCT29",12.6,"Low Fat",0.064098602,"Health and Hygiene",123.5414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2114.07169404507
"684","NCH42",12.5,"Low Fat",0.063972131,"Household",228.401,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1685.53066904048
"685","FDU60",20,"Regular",0.060145056,"Baking Goods",167.1132,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2424.57950162776
"686","FDS02",10.195,"Regular",0.14616317,"Dairy",193.1794,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3145.65017003731
"687","FDC51",10.895,"Regular",0.009621861,"Dairy",123.073,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1995.00158346678
"688","FDU03",18.7,"Regular",0.091501713,"Meat",182.6292,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2963.763452584
"689","FDX39",14.3,"Regular",0.049776901,"Meat",211.7586,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3502.42840958033
"690","NCY05",13.5,"Low Fat",0.092042001,"Health and Hygiene",36.6874,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-1124.64048462823
"691","NCL06",12.5,"Low Fat",0.071717648,"Household",259.9594,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5511.17442087996
"692","FDD32",17.7,"Regular",0,"Fruits and Vegetables",80.0276,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1539.23998807929
"693","NCN41",17,"Low Fat",0.052315184,"Health and Hygiene",122.773,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2061.19173403739
"694","NCX53",20.1,"Low Fat",0.014961062,"Health and Hygiene",141.5154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2359.06544362835
"695","FDU57",12.5,"Regular",0.15679782,"Snack Foods",149.8708,"OUT019",1985,"Small","Tier 1","Grocery Store",34,507.793534864853
"696","FDQ23",6.55,"Low Fat",0.024525828,"Breads",104.0332,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1697.58306021782
"697","FDQ52",17,"Low Fat",0.1196271,"Frozen Foods",249.0434,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3988.78572085132
"698","FDC14",14.5,"Regular",0.041332726,"Canned",40.1454,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,860.613314815677
"699","FDY09",15.6,"Low Fat",0.025195384,"Snack Foods",176.8054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2952.99268694842
"700","FDQ28",14,"Regular",0.060549609,"Frozen Foods",156.4656,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2612.27193259391
"701","FDV25",5.905,"Low Fat",0.045652243,"Canned",221.0456,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3533.28746792651
"702","FDJ07",7.26,"Low Fat",0.014420795,"Meat",116.215,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2027.44384394272
"703","DRB25",12.3,"Low Fat",0.069567714,"Soft Drinks",106.0938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1777.48134792854
"704","FDK52",12.5,"Low Fat",0.138701966,"Frozen Foods",225.4062,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1627.66800149214
"705","FDY52",12.5,"Low Fat",0.007312702,"Frozen Foods",63.1536,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2479.58270903929
"706","FDB28",6.615,"Low Fat",0.093385381,"Dairy",197.8426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3090.468793073
"707","FDT36",12.3,"Low Fat",0.11125355,"Baking Goods",36.0874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,749.475593371635
"708","FDV25",5.905,"Low Fat",0.045910471,"Canned",222.1456,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3825.88249281444
"709","NCN07",12.5,"Low Fat",0.033780319,"Others",130.4284,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3524.51913889739
"710","FDC57",20.1,"Regular",0.054903339,"Fruits and Vegetables",193.282,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3416.05490227769
"711","FDQ03",15,"Regular",0.078332053,"Meat",236.7248,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3503.65813600882
"712","FDU23",12.15,"Low Fat",0.021846371,"Breads",167.1184,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2952.94777096861
"713","NCX41",19,"Low Fat",0.017715927,"Health and Hygiene",212.6244,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3511.4654740801
"714","NCD06",13,"Low Fat",0.099306497,"Household",46.706,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,878.696674782947
"715","FDW08",12.1,"Low Fat",0.148682491,"Fruits and Vegetables",106.728,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1825.07501631787
"716","NCU29",7.685,"Low Fat",0.025621558,"Health and Hygiene",145.076,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2595.69687354224
"717","NCE06",5.825,"Low Fat",0.0914091,"Household",160.9894,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2550.68951634176
"718","FDV52",20.7,"Regular",0.203400773,"Frozen Foods",117.9466,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,130.0309453801
"719","FDB02",9.695,"Regular",0.029329243,"Canned",176.637,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3165.4921182807
"720","NCR18",15.85,"Low Fat",0.020529174,"Household",42.9112,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,800.002487501405
"721","FDK16",9.065,"Low Fat",0,"Frozen Foods",94.4094,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1619.10384431351
"722","NCQ29",12,"Low Fat",0.174459878,"Health and Hygiene",258.7278,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,2306.54341143504
"723","FDZ01",12.5,"Regular",0.015860869,"Canned",103.499,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-134.272066444974
"724","FDW27",5.86,"Regular",0.150824783,"Meat",157.0314,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2666.32862397183
"725","FDD17",7.5,"Low Fat",0.03275986,"Frozen Foods",237.8906,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3468.34976711939
"726","FDW39",6.69,"Regular",0.036879682,"Meat",176.637,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2893.26670349447
"727","DRH59",10.8,"Low Fat",0.058551954,"Hard Drinks",72.638,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1292.45933709454
"728","FDS52",8.89,"Low Fat",0.005469959,"Frozen Foods",101.7016,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1664.36634549172
"729","FDU40",12.5,"Low Fat",0.037222843,"Frozen Foods",195.2478,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4526.23456375334
"730","NCF54",18,"Low Fat",0.047337627,"Household",173.6422,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2754.97304982508
"731","FDH46",6.935,"Regular",0.041366008,"Snack Foods",102.8332,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1803.54332516004
"732","NCP14",8.275,"Low Fat",0.110461228,"Household",103.6306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1717.5804820024
"733","FDH50",15,"Regular",0,"Canned",185.2266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3127.2475654645
"734","DRF15",18.35,"Low Fat",0.05559341,"Dairy",153.534,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,671.896177196944
"735","FDV27",12.5,"Regular",0.039796377,"Meat",87.4514,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2918.96503916207
"736","NCJ06",20.1,"Low Fat",0.034706495,"Household",120.1782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1992.35368344828
"737","FDN02",16.5,"Low Fat",0.074128491,"Canned",205.4638,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2999.51938066203
"738","FDQ51",16,"Regular",0.017578564,"Meat",45.9718,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,927.565111397954
"739","FDQ07",15.1,"Regular",0.087901272,"Fruits and Vegetables",222.7456,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3867.01719802632
"740","FDS45",5.175,"Regular",0.029541813,"Snack Foods",105.1622,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1840.60233358002
"741","NCJ06",20.1,"Low Fat",0.034722896,"Household",121.1782,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2011.60418797897
"742","FDD36",13.3,"Low Fat",0.021269538,"Baking Goods",117.2124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2039.08005454549
"743","FDY25",12,"Low Fat",0.034043337,"Canned",182.5976,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3036.41316911584
"744","FDU52",7.56,"Low Fat",0.063770861,"Frozen Foods",154.963,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2445.42868664948
"745","DRK47",7.905,"Low Fat",0.064426754,"Hard Drinks",227.0694,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3870.10541194653
"746","NCL30",18.1,"Low Fat",0.049217255,"Household",128.4336,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2295.63351118963
"747","FDN22",18.85,"Regular",0.13827922,"Snack Foods",251.8724,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4129.72514655835
"748","NCF30",12.5,"Low Fat",0.125632716,"Household",126.2362,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3413.5116425951
"749","FDK03",12.6,"Regular",0.073906461,"Dairy",256.2356,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4190.22813927703
"750","FDT45",15.85,"Low Fat",0.057637631,"Snack Foods",55.0956,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1180.97174703992
"751","NCC54",12.5,"Low Fat",0.097237755,"Health and Hygiene",239.6196,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5215.40352910505
"752","FDP08",20.5,"Regular",0.112867957,"Fruits and Vegetables",195.3478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2877.48742698722
"753","FDU44",12.15,"Regular",0.058425726,"Fruits and Vegetables",163.2552,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2676.10848767853
